,name,id,minutes,n_steps,description,ingredients,n_ingredients,rating,n_reviews,breakfast,brunch,main,dessert,side_dish,vegan,vegetarian,kosher,meat,seafood,gluten_free,lactose,dairy_free,"""confectioners sugar""",1% low-fat milk,active dry yeast,all-purpose flour,allspice,almond extract,aluminum foil,american cheese,apple cider vinegar,apple juice,apple,apples,bacon,baking cocoa,baking potatoes,baking powder,baking soda,balsamic vinegar,banana,bananas,barbecue sauce,basil,bay leaf,bay leaves,beef broth,beef stock,beer,bell pepper,black beans,black olives,black pepper,blue cheese,blueberries,boiling water,boneless chicken breasts,boneless skinless chicken breast halves,boneless skinless chicken breast,boneless skinless chicken breasts,boneless skinless chicken thighs,bread flour,bread machine yeast,bread,breadcrumbs,broccoli,brown sugar,butter,buttermilk,butternut squash,cabbage,canola oil,carrot,carrots,catsup,cauliflower,cayenne pepper,cayenne,celery rib,celery ribs,celery seed,celery,cheddar cheese,cheese,cherry tomatoes,chicken bouillon cubes,chicken breasts,chicken broth,chicken stock,chicken thighs,chicken wings,chicken,chickpeas,chili powder,chives,chocolate chips,chuck roast,cider vinegar,cilantro,cinnamon,coarse salt,cocoa powder,cocoa,cold water,condensed cream of mushroom soup,cooked bacon,cooked chicken,cooked ham,cooked rice,cooking oil,cooking spray,cool whip,corn syrup,corn,cornmeal,cornstarch,cottage cheese,cracked black pepper,cream cheese,cream of chicken soup,cream of mushroom soup,cream of tartar,cream,creamy peanut butter,crushed red pepper flakes,cucumber,cumin,curry powder,dark brown sugar,diced tomatoes,dijon mustard,dried basil,dried dill weed,dried marjoram,dried onion flakes,dried oregano,dried parsley flakes,dried parsley,dried rosemary,dried thyme,dry breadcrumbs,dry mustard,dry onion soup mix,dry white wine,dry yeast,egg noodles,egg white,egg whites,egg yolks,egg,eggs,elbow macaroni,evaporated milk,extra virgin olive oil,feta cheese,fish sauce,flour tortillas,flour,food coloring,french bread,fresh basil,fresh blueberries,fresh cilantro,fresh coarse ground black pepper,fresh dill,fresh garlic,fresh ginger,fresh ground black pepper,fresh ground pepper,fresh lemon juice,fresh lime juice,fresh mushrooms,fresh parsley,fresh rosemary,fresh spinach,fresh strawberries,fresh thyme,fresh tomatoes,frozen chopped spinach,frozen corn,frozen peas,frozen spinach,garlic clove,garlic cloves,garlic powder,garlic salt,garlic,ginger,graham cracker crumbs,granulated sugar,green bell pepper,green chilies,green onion,green onions,green pepper,ground allspice,ground beef,ground black pepper,ground cinnamon,ground cloves,ground coriander,ground cumin,ground ginger,ground pepper,ground turkey,guacamole,half-and-half cream,half-and-half,ham,hard-boiled eggs,heavy cream,heavy whipping cream,hidden valley ranch dressing mix,honey,hot sauce,hot water,icing sugar,instant chocolate pudding mix,instant vanilla pudding,italian seasoned breadcrumbs,italian seasoning,jalapeno pepper,jalapeno peppers,kalamata olive,ketchup,kidney beans,kielbasa,kosher salt,large shrimp,lean ground beef,lemon,lemon juice,lemon zest,lemon,lettuce,light brown sugar,lime juice,liquid smoke,low sodium soy sauce,low-fat cheddar cheese,maple syrup,margarine,mayonnaise,milk,minced garlic cloves,molasses,monterey jack cheese,mozzarella cheese,mushrooms,mustard,nonfat dry milk powder,nutmeg,nuts,oatmeal,oil,old bay seasoning,olive oil,onion powder,onion soup mix,onion,onions,orange juice,oregano,paprika,parmesan cheese,parsley,pasta,peanut butter,peanut oil,pecans,pepper,pepperoni,pie crusts,pineapple juice,plum tomatoes,pork chops,pork tenderloin,potato,potatoes,powdered sugar,prepared horseradish,prepared mustard,pumpkin puree,pumpkin,pure vanilla extract,quick-cooking oats,quick-cooking rolled oats,raisins,red bell pepper,red onion,red pepper flakes,red potatoes,red wine vinegar,red wine,refried beans,refrigerated crescent dinner rolls,rice vinegar,rice wine,ricotta cheese,rolled oats,rolls,romano cheese,rosemary,russet potatoes,salmon fillets,salsa,salt & freshly ground black pepper,salt & pepper,salt and pepper,salt,scallion,scallions,sea salt,seasoned bread crumbs,seasoning salt,semi-sweet chocolate chips,semisweet chocolate,sesame oil,sesame seeds,shallot,shallots,sharp cheddar cheese,shortening,shredded cheddar cheese,shrimp,skim milk,sliced almonds,sour cream,soy sauce,spaghetti sauce,stewed tomatoes,strawberries,strawberry,sugar,sweet onion,sweet pickle relish,sweet potatoes,sweetened condensed milk,swiss cheese,tabasco sauce,taco seasoning mix,taco seasoning,thyme,tilapia fillets,tomato paste,tomato sauce,tomatoes,unbleached all-purpose flour,unsalted butter,unsweetened cocoa powder,vanilla extract,vanilla instant pudding mix,vanilla,vegetable broth,vegetable oil cooking spray,vegetable oil,vegetable shortening,velveeta cheese,vinegar,walnuts,warm water,water,whipped cream,whipping cream,white bread,white pepper,white rice,white sugar,white vinegar,white wine vinegar,whole kernel corn,whole milk,whole turkey,whole wheat flour,worcestershire sauce,yeast,yellow cake mix,yellow onion,yellow onions,zucchini,juice of,zest of,cluster
1350,the lady s perfect scrambled eggs   paula deen,90323,15,4,"this is from paula deen's the lady and sons restaurant in savannah, georgia. my son prompted me on a quest for tender, perfect scrambled eggs, and this is the best i've found. i like my scrambled eggs firmly cooked, but these still stay tender. they are perfect!","eggs, sour cream, water, salt & freshly ground black pepper, butter, cheddar cheese",6,4.8,74,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,the last peanut butter cookies recipe you ll ever try,103085,25,10,"these are the most amazing cookies. they are crispy on the outside, soft on the inside and freeze so well. you can't even tell they were frozen! the best part - they are drop cookies, no shaping necessary. if you love nuts, use crunchy peanut butter and add the nuts, if not, use creamy pb and 2 cups of peanut butter chips. cook time is for one batch. dough keeps well in fridge so you can bake a batch every day and have fresh cookies!","butter, creamy peanut butter, sugar, brown sugar, eggs, salt, baking powder, baking soda, flour, peanut butter chips, nuts",11,4.59,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1352,the most ultimate buttery cream cheese pound cake,78552,70,13,"this is the most ultimate rich dense buttery pound cake! no lein this cake but the eggs--- for best results this cake should be baked a day ahead and wrapped in plastic, or it can be frozen for up to 3 months, servings is of coarse estimated ---  this is wonderful served with a blueberry or strawberry sauce :)","butter, cream cheese, sugar, eggs, vanilla, all-purpose flour, salt",7,4.37,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1353,the only chocolate cake recipe you ll ever need   devil s food,26370,75,14,"this chocolate cake is absolutely thee best we have ever had. it is so moist and rich, i never make anything else (unless i am short on time :) the frosting recipe included goes perfectly with this cake, but you can use any frosting you like. try this once and you'll see why i call it ""the only chocolate cake recipe you'll ever need""!!  adding 2/18/06: i want to note that i recently used sweetened whipped heavy cream with vanilla and it was just as fabulous as the frosting recipe listed, plus much easier.  i also used hazelnut coffee in the cake and it added even more of a little extra something!","all-purpose flour, salt, baking powder, baking soda, unsweetened cocoa powder, sugar, vegetable oil, hot coffee, milk, eggs, vanilla, butter, shortening",13,4.34,387,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1354,the original rice krispies treats squares,96111,10,7,"this is the recipe for the original rice krispies treats squares...it never fails! plus, it is a great way to use up a box of cereal! for best results, use fresh marshmallows. i have replaced the butter once with mott's healthy baking butter or oil substitute (it was basically an unsweetened apple sauce) and they still turned out great!","rice krispies, butter, marshmallows",3,4.55,110,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,the thigh who loved me,51230,50,5,another take on one of those great low fat recipes from the podleski sisters. this one gives you extra-tasty oven barbecued chicken thighs.,"boneless skinless chicken thighs, ketchup, salsa, honey, dijon mustard, chili powder, ground cumin",7,4.52,81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1356,the ultimate chocolate brownie muffins,118140,40,18,"this recipe goes back to when my son was small and that is quite a while back,  and i still make them, these are moist and rich no need for an electric mixer for this recipe it's all mixed with a wooden spoon, i have even added in chopped walnuts or mini chocolate chips, my recipe #89207 works great with these :)","baking cocoa, baking powder, butter, boiling water, vanilla, sugar, eggs, all-purpose flour, salt, mini chocolate chip, walnuts",11,4.35,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1357,the ultimate greek salad,90975,15,6,"this is the most delicious salad - fresh and wonderful-tasting.  fyi, lettuce can very much be a part of any greek salad - if you want it to.  we like lettuce in my family and i often add it.  it would not be 'authentic' in a horiatiki (village) salad, but who cares?","olive oil, fresh lemon juice, red wine vinegar, garlic cloves, dried oregano, lettuce, plum tomatoes, english cucumber, red onion, green pepper, kalamata olive, feta cheese",12,4.8,128,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1358,the ultimate salmon fillets,53198,30,10,"living on the west coast, we have eaten a great deal of salmon. this is absolutely the best way we have found to cook it. it is so moist and the flavor is fantastic! many reviewers have said that they think the cheese, especially the cheddar is unnecessary, and i have to admit that i omit the cheddar cheese myself. the flavour is a little too strong and it is extra fat that is not needed. i do like the sprinkling of parmesan with the paprika because it looks so nice when it is broiled. using light mayonnaise and light sour cream or yogurt tastes just as good as the full fat versions and cuts down fat and calories even more. thanks for all the great reviews!","salmon fillet, sour cream, prepared mustard, onions, dried dill weed, mayonnaise, parmesan cheese, cheddar cheese, paprika",9,4.47,199,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1359,the ultimate strawberry shortcake,24672,20,10,the perfect summer dessert. not your ordinary strawberry shortcake!,"fresh strawberries, sugar, cream cheese, powdered sugar, frozen whipped topping, angel food cake",6,4.56,225,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,the very best oatmeal cookies,15345,20,11,"one of the best oatmeal cookies i've ever tasted. a definite family favorite. they are fantastic without the optional nuts, raisins or chocolate. photo by kc cooker is how these cookies look when i bake them--fairly flat, chewy in the middle with crispy edges.  yum.....","shortening, brown sugar, granulated sugar, eggs, vanilla, flour, salt, baking soda, quick-cooking rolled oats, nuts, semi-sweet chocolate chips, raisins",12,4.43,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1361,the world s best bread machine pizza dough recipe,131607,150,11,this is a delicious bread machine pizza dough recipe,"water, olive oil, sugar, honey, salt, cornmeal, flour, baking powder, garlic powder, onion powder, italian seasoning, yeast",12,4.4,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
